CD_MEDICAMENT;NOM_MEDICAMENT;CONDIT_MEDICAMENT;CATG_MEDICAMENT;MARQUE_FABRI
1410;Medicament1410;Cond13;CategoryMed23;MarqueMed12
1411;Medicament1411;Cond13;CategoryMed50;MarqueMed5
1412;Medicament1412;Cond2;CategoryMed44;MarqueMed21
1413;Medicament1413;Cond11;CategoryMed50;MarqueMed6
1414;Medicament1414;Cond11;CategoryMed21;MarqueMed2
1415;Medicament1415;Cond6;CategoryMed9;MarqueMed5
1416;Medicament1416;Cond6;CategoryMed10;MarqueMed21
1417;Medicament1417;Cond8;CategoryMed20;MarqueMed10
1418;Medicament1418;Cond6;CategoryMed18;MarqueMed7
1419;Medicament1419;Cond5;CategoryMed22;MarqueMed21
1420;Medicament1420;Cond6;CategoryMed39;MarqueMed14
1421;Medicament1421;Cond13;CategoryMed47;MarqueMed21
1422;Medicament1422;Cond3;CategoryMed14;MarqueMed3
1423;Medicament1423;Cond5;CategoryMed28;MarqueMed15
1424;Medicament1424;Cond10;CategoryMed48;MarqueMed16
1425;Medicament1425;Cond12;CategoryMed9;MarqueMed9
1426;Medicament1426;Cond3;CategoryMed13;MarqueMed23
1427;Medicament1427;Cond1;CategoryMed42;MarqueMed4
1428;Medicament1428;Cond11;CategoryMed43;MarqueMed2
1429;Medicament1429;Cond12;CategoryMed26;MarqueMed1
1430;Medicament1430;Cond2;CategoryMed33;MarqueMed17
1431;Medicament1431;Cond5;CategoryMed10;MarqueMed3
1432;Medicament1432;Cond12;CategoryMed6;MarqueMed15
1433;Medicament1433;Cond8;CategoryMed19;MarqueMed20
1434;Medicament1434;Cond8;CategoryMed43;MarqueMed15
1435;Medicament1435;Cond9;CategoryMed36;MarqueMed12
1436;Medicament1436;Cond2;CategoryMed20;MarqueMed13
1437;Medicament1437;Cond6;CategoryMed20;MarqueMed17
1438;Medicament1438;Cond6;CategoryMed35;MarqueMed4
1439;Medicament1439;Cond9;CategoryMed42;MarqueMed23
1440;Medicament1440;Cond7;CategoryMed25;MarqueMed17
1441;Medicament1441;Cond12;CategoryMed45;MarqueMed20
1442;Medicament1442;Cond3;CategoryMed46;MarqueMed15
1443;Medicament1443;Cond6;CategoryMed15;MarqueMed6
1444;Medicament1444;Cond2;CategoryMed12;MarqueMed13
1445;Medicament1445;Cond1;CategoryMed37;MarqueMed22
1446;Medicament1446;Cond5;CategoryMed36;MarqueMed18
1447;Medicament1447;Cond4;CategoryMed40;MarqueMed21
1448;Medicament1448;Cond13;CategoryMed28;MarqueMed13
1449;Medicament1449;Cond3;CategoryMed21;MarqueMed13
1450;Medicament1450;Cond3;CategoryMed4;MarqueMed22
1451;Medicament1451;Cond9;CategoryMed22;MarqueMed14
1452;Medicament1452;Cond13;CategoryMed1;MarqueMed8
1453;Medicament1453;Cond8;CategoryMed17;MarqueMed15
1454;Medicament1454;Cond8;CategoryMed10;MarqueMed15
1455;Medicament1455;Cond5;CategoryMed38;MarqueMed6
1456;Medicament1456;Cond1;CategoryMed4;MarqueMed15
1457;Medicament1457;Cond12;CategoryMed7;MarqueMed11
1458;Medicament1458;Cond10;CategoryMed26;MarqueMed4
1459;Medicament1459;Cond4;CategoryMed3;MarqueMed21
1460;Medicament1460;Cond12;CategoryMed12;MarqueMed21
1461;Medicament1461;Cond6;CategoryMed48;MarqueMed21
1462;Medicament1462;Cond3;CategoryMed35;MarqueMed10
1463;Medicament1463;Cond9;CategoryMed11;MarqueMed21
1464;Medicament1464;Cond2;CategoryMed34;MarqueMed6
1465;Medicament1465;Cond6;CategoryMed9;MarqueMed19
1466;Medicament1466;Cond6;CategoryMed45;MarqueMed11
1467;Medicament1467;Cond6;CategoryMed7;MarqueMed13
1468;Medicament1468;Cond13;CategoryMed13;MarqueMed11
1469;Medicament1469;Cond7;CategoryMed22;MarqueMed17
1470;Medicament1470;Cond3;CategoryMed24;MarqueMed15
1471;Medicament1471;Cond7;CategoryMed40;MarqueMed20
1472;Medicament1472;Cond7;CategoryMed7;MarqueMed6
1473;Medicament1473;Cond7;CategoryMed16;MarqueMed22
1474;Medicament1474;Cond5;CategoryMed29;MarqueMed11
1475;Medicament1475;Cond9;CategoryMed4;MarqueMed14
1476;Medicament1476;Cond2;CategoryMed11;MarqueMed20
1477;Medicament1477;Cond12;CategoryMed31;MarqueMed3
1478;Medicament1478;Cond4;CategoryMed32;MarqueMed4
1479;Medicament1479;Cond2;CategoryMed49;MarqueMed19
1480;Medicament1480;Cond7;CategoryMed47;MarqueMed2
1481;Medicament1481;Cond3;CategoryMed20;MarqueMed3
1482;Medicament1482;Cond5;CategoryMed43;MarqueMed16
1483;Medicament1483;Cond13;CategoryMed21;MarqueMed16
1484;Medicament1484;Cond9;CategoryMed42;MarqueMed4
1485;Medicament1485;Cond7;CategoryMed27;MarqueMed5
1486;Medicament1486;Cond7;CategoryMed18;MarqueMed12
1487;Medicament1487;Cond9;CategoryMed6;MarqueMed5
1488;Medicament1488;Cond1;CategoryMed24;MarqueMed8
1489;Medicament1489;Cond9;CategoryMed22;MarqueMed7
1490;Medicament1490;Cond1;CategoryMed49;MarqueMed15
1491;Medicament1491;Cond1;CategoryMed37;MarqueMed22
1492;Medicament1492;Cond4;CategoryMed27;MarqueMed21
1493;Medicament1493;Cond7;CategoryMed43;MarqueMed18
1494;Medicament1494;Cond5;CategoryMed24;MarqueMed22
1495;Medicament1495;Cond1;CategoryMed24;MarqueMed11
1496;Medicament1496;Cond8;CategoryMed26;MarqueMed20
1497;Medicament1497;Cond4;CategoryMed12;MarqueMed12
1498;Medicament1498;Cond4;CategoryMed9;MarqueMed5
1499;Medicament1499;Cond1;CategoryMed18;MarqueMed2
1500;Medicament1500;Cond8;CategoryMed1;MarqueMed21
1501;Medicament1501;Cond7;CategoryMed3;MarqueMed13
1502;Medicament1502;Cond9;CategoryMed46;MarqueMed22
1503;Medicament1503;Cond5;CategoryMed39;MarqueMed4
1504;Medicament1504;Cond12;CategoryMed13;MarqueMed6
1505;Medicament1505;Cond6;CategoryMed43;MarqueMed14
1506;Medicament1506;Cond12;CategoryMed5;MarqueMed22
1507;Medicament1507;Cond9;CategoryMed35;MarqueMed4
1508;Medicament1508;Cond5;CategoryMed43;MarqueMed6
1509;Medicament1509;Cond12;CategoryMed32;MarqueMed14
1510;Medicament1510;Cond12;CategoryMed37;MarqueMed15
1511;Medicament1511;Cond11;CategoryMed13;MarqueMed16
1512;Medicament1512;Cond8;CategoryMed20;MarqueMed22
1513;Medicament1513;Cond4;CategoryMed49;MarqueMed20
1514;Medicament1514;Cond11;CategoryMed12;MarqueMed17
1515;Medicament1515;Cond2;CategoryMed5;MarqueMed13
1516;Medicament1516;Cond9;CategoryMed12;MarqueMed20
1517;Medicament1517;Cond4;CategoryMed4;MarqueMed2
1518;Medicament1518;Cond1;CategoryMed15;MarqueMed4
1519;Medicament1519;Cond10;CategoryMed10;MarqueMed4
1520;Medicament1520;Cond9;CategoryMed33;MarqueMed20
1521;Medicament1521;Cond9;CategoryMed48;MarqueMed14
1522;Medicament1522;Cond12;CategoryMed36;MarqueMed17
1523;Medicament1523;Cond13;CategoryMed15;MarqueMed7
1524;Medicament1524;Cond6;CategoryMed29;MarqueMed18
1525;Medicament1525;Cond10;CategoryMed41;MarqueMed19
1526;Medicament1526;Cond12;CategoryMed8;MarqueMed18
1527;Medicament1527;Cond4;CategoryMed42;MarqueMed2
1528;Medicament1528;Cond4;CategoryMed34;MarqueMed15
1529;Medicament1529;Cond2;CategoryMed15;MarqueMed13
1530;Medicament1530;Cond12;CategoryMed24;MarqueMed20
1531;Medicament1531;Cond8;CategoryMed28;MarqueMed23
1532;Medicament1532;Cond2;CategoryMed33;MarqueMed5
1533;Medicament1533;Cond7;CategoryMed13;MarqueMed9
1534;Medicament1534;Cond5;CategoryMed18;MarqueMed4
1535;Medicament1535;Cond8;CategoryMed39;MarqueMed5
1536;Medicament1536;Cond3;CategoryMed24;MarqueMed21
1537;Medicament1537;Cond11;CategoryMed31;MarqueMed13
1538;Medicament1538;Cond1;CategoryMed22;MarqueMed20
1539;Medicament1539;Cond1;CategoryMed9;MarqueMed3
1540;Medicament1540;Cond10;CategoryMed46;MarqueMed19
1541;Medicament1541;Cond7;CategoryMed21;MarqueMed6
1542;Medicament1542;Cond12;CategoryMed6;MarqueMed1
1543;Medicament1543;Cond10;CategoryMed47;MarqueMed15
1544;Medicament1544;Cond13;CategoryMed32;MarqueMed14
1545;Medicament1545;Cond1;CategoryMed1;MarqueMed23
1546;Medicament1546;Cond3;CategoryMed7;MarqueMed23
1547;Medicament1547;Cond4;CategoryMed50;MarqueMed14
1548;Medicament1548;Cond8;CategoryMed36;MarqueMed1
1549;Medicament1549;Cond5;CategoryMed39;MarqueMed2
1550;Medicament1550;Cond10;CategoryMed8;MarqueMed9
1551;Medicament1551;Cond2;CategoryMed50;MarqueMed10
1552;Medicament1552;Cond10;CategoryMed38;MarqueMed9
1553;Medicament1553;Cond11;CategoryMed44;MarqueMed19
1554;Medicament1554;Cond7;CategoryMed39;MarqueMed16
1555;Medicament1555;Cond7;CategoryMed41;MarqueMed6
1556;Medicament1556;Cond6;CategoryMed43;MarqueMed1
1557;Medicament1557;Cond9;CategoryMed35;MarqueMed8
1558;Medicament1558;Cond5;CategoryMed1;MarqueMed14
1559;Medicament1559;Cond6;CategoryMed33;MarqueMed14
1560;Medicament1560;Cond9;CategoryMed42;MarqueMed10
1561;Medicament1561;Cond8;CategoryMed30;MarqueMed12
1562;Medicament1562;Cond13;CategoryMed18;MarqueMed9
1563;Medicament1563;Cond9;CategoryMed50;MarqueMed18
1564;Medicament1564;Cond11;CategoryMed45;MarqueMed19
1565;Medicament1565;Cond4;CategoryMed5;MarqueMed19
1566;Medicament1566;Cond7;CategoryMed49;MarqueMed1
1567;Medicament1567;Cond12;CategoryMed45;MarqueMed1
1568;Medicament1568;Cond12;CategoryMed27;MarqueMed17
1569;Medicament1569;Cond7;CategoryMed39;MarqueMed23
1570;Medicament1570;Cond9;CategoryMed43;MarqueMed23
1571;Medicament1571;Cond11;CategoryMed36;MarqueMed10
1572;Medicament1572;Cond3;CategoryMed31;MarqueMed10
1573;Medicament1573;Cond7;CategoryMed3;MarqueMed17
1574;Medicament1574;Cond1;CategoryMed41;MarqueMed13
1575;Medicament1575;Cond3;CategoryMed27;MarqueMed21
1576;Medicament1576;Cond3;CategoryMed39;MarqueMed8
1577;Medicament1577;Cond5;CategoryMed17;MarqueMed7
1578;Medicament1578;Cond11;CategoryMed38;MarqueMed9
1579;Medicament1579;Cond11;CategoryMed7;MarqueMed6
1580;Medicament1580;Cond2;CategoryMed43;MarqueMed15
1581;Medicament1581;Cond1;CategoryMed39;MarqueMed22
1582;Medicament1582;Cond10;CategoryMed40;MarqueMed16
1583;Medicament1583;Cond2;CategoryMed30;MarqueMed3
1584;Medicament1584;Cond11;CategoryMed3;MarqueMed22
1585;Medicament1585;Cond10;CategoryMed34;MarqueMed4
1586;Medicament1586;Cond12;CategoryMed38;MarqueMed21
1587;Medicament1587;Cond1;CategoryMed29;MarqueMed19
1588;Medicament1588;Cond2;CategoryMed47;MarqueMed5
1589;Medicament1589;Cond2;CategoryMed44;MarqueMed11
1590;Medicament1590;Cond1;CategoryMed50;MarqueMed21
1591;Medicament1591;Cond8;CategoryMed2;MarqueMed10
1592;Medicament1592;Cond12;CategoryMed1;MarqueMed9
1593;Medicament1593;Cond2;CategoryMed24;MarqueMed14
1594;Medicament1594;Cond2;CategoryMed32;MarqueMed14
1595;Medicament1595;Cond4;CategoryMed31;MarqueMed19
1596;Medicament1596;Cond2;CategoryMed42;MarqueMed23
1597;Medicament1597;Cond5;CategoryMed47;MarqueMed8
1598;Medicament1598;Cond3;CategoryMed39;MarqueMed6
1599;Medicament1599;Cond8;CategoryMed14;MarqueMed14
1600;Medicament1600;Cond5;CategoryMed5;MarqueMed22
1601;Medicament1601;Cond1;CategoryMed40;MarqueMed11
1602;Medicament1602;Cond8;CategoryMed37;MarqueMed20
1603;Medicament1603;Cond8;CategoryMed12;MarqueMed4
1604;Medicament1604;Cond7;CategoryMed21;MarqueMed2
1605;Medicament1605;Cond13;CategoryMed13;MarqueMed11
1606;Medicament1606;Cond12;CategoryMed27;MarqueMed23
1607;Medicament1607;Cond10;CategoryMed50;MarqueMed21
1608;Medicament1608;Cond10;CategoryMed30;MarqueMed12
1609;Medicament1609;Cond4;CategoryMed39;MarqueMed1
1610;Medicament1610;Cond3;CategoryMed10;MarqueMed18
1611;Medicament1611;Cond5;CategoryMed45;MarqueMed6
1612;Medicament1612;Cond3;CategoryMed36;MarqueMed20
1613;Medicament1613;Cond5;CategoryMed35;MarqueMed4
1614;Medicament1614;Cond8;CategoryMed42;MarqueMed10
1615;Medicament1615;Cond9;CategoryMed34;MarqueMed10
1616;Medicament1616;Cond12;CategoryMed19;MarqueMed4
1617;Medicament1617;Cond9;CategoryMed48;MarqueMed12
1618;Medicament1618;Cond7;CategoryMed27;MarqueMed21
1619;Medicament1619;Cond3;CategoryMed33;MarqueMed3
1620;Medicament1620;Cond7;CategoryMed42;MarqueMed17
1621;Medicament1621;Cond9;CategoryMed25;MarqueMed15
1622;Medicament1622;Cond13;CategoryMed44;MarqueMed10
1623;Medicament1623;Cond7;CategoryMed18;MarqueMed21
1624;Medicament1624;Cond9;CategoryMed35;MarqueMed6
1625;Medicament1625;Cond4;CategoryMed5;MarqueMed22
1626;Medicament1626;Cond9;CategoryMed38;MarqueMed14
1627;Medicament1627;Cond5;CategoryMed10;MarqueMed10
1628;Medicament1628;Cond10;CategoryMed13;MarqueMed5
1629;Medicament1629;Cond5;CategoryMed6;MarqueMed15
1630;Medicament1630;Cond7;CategoryMed37;MarqueMed16
1631;Medicament1631;Cond8;CategoryMed26;MarqueMed10
1632;Medicament1632;Cond2;CategoryMed40;MarqueMed15
1633;Medicament1633;Cond9;CategoryMed14;MarqueMed13
1634;Medicament1634;Cond13;CategoryMed41;MarqueMed20
1635;Medicament1635;Cond5;CategoryMed12;MarqueMed19
1636;Medicament1636;Cond6;CategoryMed40;MarqueMed10
1637;Medicament1637;Cond9;CategoryMed2;MarqueMed7
1638;Medicament1638;Cond7;CategoryMed40;MarqueMed11
1639;Medicament1639;Cond3;CategoryMed10;MarqueMed16
1640;Medicament1640;Cond12;CategoryMed19;MarqueMed9
1641;Medicament1641;Cond1;CategoryMed16;MarqueMed7
1642;Medicament1642;Cond1;CategoryMed19;MarqueMed19
1643;Medicament1643;Cond6;CategoryMed47;MarqueMed2
1644;Medicament1644;Cond6;CategoryMed10;MarqueMed2
1645;Medicament1645;Cond10;CategoryMed32;MarqueMed5
1646;Medicament1646;Cond11;CategoryMed31;MarqueMed5
1647;Medicament1647;Cond13;CategoryMed38;MarqueMed15
1648;Medicament1648;Cond9;CategoryMed49;MarqueMed10
1649;Medicament1649;Cond4;CategoryMed50;MarqueMed5
1650;Medicament1650;Cond8;CategoryMed13;MarqueMed17
1651;Medicament1651;Cond2;CategoryMed36;MarqueMed22
1652;Medicament1652;Cond12;CategoryMed32;MarqueMed17
1653;Medicament1653;Cond4;CategoryMed27;MarqueMed6
1654;Medicament1654;Cond4;CategoryMed40;MarqueMed7
1655;Medicament1655;Cond5;CategoryMed36;MarqueMed1
1656;Medicament1656;Cond3;CategoryMed6;MarqueMed18
1657;Medicament1657;Cond11;CategoryMed8;MarqueMed16
1658;Medicament1658;Cond7;CategoryMed7;MarqueMed19
1659;Medicament1659;Cond4;CategoryMed4;MarqueMed5
1660;Medicament1660;Cond12;CategoryMed8;MarqueMed10
1661;Medicament1661;Cond3;CategoryMed33;MarqueMed21
1662;Medicament1662;Cond13;CategoryMed3;MarqueMed13
1663;Medicament1663;Cond13;CategoryMed49;MarqueMed17
1664;Medicament1664;Cond5;CategoryMed41;MarqueMed23
1665;Medicament1665;Cond5;CategoryMed35;MarqueMed21
1666;Medicament1666;Cond2;CategoryMed45;MarqueMed14
1667;Medicament1667;Cond7;CategoryMed41;MarqueMed2
1668;Medicament1668;Cond6;CategoryMed27;MarqueMed19
1669;Medicament1669;Cond10;CategoryMed45;MarqueMed8
1670;Medicament1670;Cond4;CategoryMed10;MarqueMed4
1671;Medicament1671;Cond10;CategoryMed45;MarqueMed16
1672;Medicament1672;Cond11;CategoryMed46;MarqueMed18
1673;Medicament1673;Cond1;CategoryMed38;MarqueMed16
1674;Medicament1674;Cond8;CategoryMed29;MarqueMed11
1675;Medicament1675;Cond6;CategoryMed15;MarqueMed17
1676;Medicament1676;Cond2;CategoryMed9;MarqueMed4
1677;Medicament1677;Cond12;CategoryMed32;MarqueMed15
1678;Medicament1678;Cond3;CategoryMed25;MarqueMed18
1679;Medicament1679;Cond7;CategoryMed33;MarqueMed1
1680;Medicament1680;Cond13;CategoryMed48;MarqueMed5
1681;Medicament1681;Cond4;CategoryMed35;MarqueMed19
1682;Medicament1682;Cond3;CategoryMed31;MarqueMed7
1683;Medicament1683;Cond6;CategoryMed27;MarqueMed15
1684;Medicament1684;Cond8;CategoryMed10;MarqueMed4
1685;Medicament1685;Cond3;CategoryMed34;MarqueMed1
1686;Medicament1686;Cond6;CategoryMed41;MarqueMed15
1687;Medicament1687;Cond6;CategoryMed19;MarqueMed17
1688;Medicament1688;Cond6;CategoryMed44;MarqueMed23
1689;Medicament1689;Cond6;CategoryMed23;MarqueMed13
1690;Medicament1690;Cond1;CategoryMed46;MarqueMed16
1691;Medicament1691;Cond10;CategoryMed3;MarqueMed7
1692;Medicament1692;Cond10;CategoryMed13;MarqueMed13
1693;Medicament1693;Cond2;CategoryMed17;MarqueMed18
1694;Medicament1694;Cond3;CategoryMed30;MarqueMed15
1695;Medicament1695;Cond10;CategoryMed40;MarqueMed22
1696;Medicament1696;Cond5;CategoryMed35;MarqueMed2
1697;Medicament1697;Cond9;CategoryMed15;MarqueMed16
1698;Medicament1698;Cond12;CategoryMed5;MarqueMed16
1699;Medicament1699;Cond13;CategoryMed38;MarqueMed10
1700;Medicament1700;Cond10;CategoryMed29;MarqueMed23
1701;Medicament1701;Cond1;CategoryMed21;MarqueMed5
1702;Medicament1702;Cond11;CategoryMed5;MarqueMed15
1703;Medicament1703;Cond11;CategoryMed35;MarqueMed17
1704;Medicament1704;Cond1;CategoryMed17;MarqueMed19
1705;Medicament1705;Cond12;CategoryMed19;MarqueMed9
1706;Medicament1706;Cond9;CategoryMed47;MarqueMed11
1707;Medicament1707;Cond3;CategoryMed5;MarqueMed12
1708;Medicament1708;Cond11;CategoryMed3;MarqueMed17
1709;Medicament1709;Cond7;CategoryMed36;MarqueMed2
1710;Medicament1710;Cond7;CategoryMed36;MarqueMed19
1711;Medicament1711;Cond4;CategoryMed48;MarqueMed8
1712;Medicament1712;Cond5;CategoryMed33;MarqueMed14
1713;Medicament1713;Cond2;CategoryMed39;MarqueMed9
1714;Medicament1714;Cond12;CategoryMed43;MarqueMed18
1715;Medicament1715;Cond12;CategoryMed32;MarqueMed12
1716;Medicament1716;Cond9;CategoryMed9;MarqueMed2
1717;Medicament1717;Cond13;CategoryMed3;MarqueMed22
1718;Medicament1718;Cond12;CategoryMed5;MarqueMed14
1719;Medicament1719;Cond6;CategoryMed9;MarqueMed9
1720;Medicament1720;Cond11;CategoryMed32;MarqueMed9
1721;Medicament1721;Cond3;CategoryMed26;MarqueMed1
1722;Medicament1722;Cond1;CategoryMed8;MarqueMed17
1723;Medicament1723;Cond5;CategoryMed14;MarqueMed23
1724;Medicament1724;Cond13;CategoryMed9;MarqueMed12
1725;Medicament1725;Cond2;CategoryMed17;MarqueMed9
1726;Medicament1726;Cond9;CategoryMed25;MarqueMed6
1727;Medicament1727;Cond6;CategoryMed26;MarqueMed2
1728;Medicament1728;Cond11;CategoryMed4;MarqueMed15
1729;Medicament1729;Cond13;CategoryMed33;MarqueMed16
1730;Medicament1730;Cond7;CategoryMed44;MarqueMed21
1731;Medicament1731;Cond7;CategoryMed40;MarqueMed3
1732;Medicament1732;Cond5;CategoryMed5;MarqueMed3
1733;Medicament1733;Cond1;CategoryMed4;MarqueMed9
1734;Medicament1734;Cond2;CategoryMed13;MarqueMed5
1735;Medicament1735;Cond7;CategoryMed22;MarqueMed20
1736;Medicament1736;Cond10;CategoryMed15;MarqueMed16
1737;Medicament1737;Cond7;CategoryMed42;MarqueMed14
1738;Medicament1738;Cond9;CategoryMed44;MarqueMed23
1739;Medicament1739;Cond4;CategoryMed21;MarqueMed8
1740;Medicament1740;Cond5;CategoryMed46;MarqueMed6
1741;Medicament1741;Cond1;CategoryMed32;MarqueMed9
1742;Medicament1742;Cond12;CategoryMed34;MarqueMed11
1743;Medicament1743;Cond13;CategoryMed47;MarqueMed3
1744;Medicament1744;Cond11;CategoryMed32;MarqueMed17
1745;Medicament1745;Cond1;CategoryMed28;MarqueMed3
1746;Medicament1746;Cond1;CategoryMed36;MarqueMed3
1747;Medicament1747;Cond7;CategoryMed34;MarqueMed18
1748;Medicament1748;Cond2;CategoryMed33;MarqueMed18
1749;Medicament1749;Cond12;CategoryMed44;MarqueMed20
1750;Medicament1750;Cond10;CategoryMed11;MarqueMed4
1751;Medicament1751;Cond12;CategoryMed43;MarqueMed21
1752;Medicament1752;Cond4;CategoryMed21;MarqueMed15
1753;Medicament1753;Cond13;CategoryMed49;MarqueMed8
1754;Medicament1754;Cond3;CategoryMed31;MarqueMed14
1755;Medicament1755;Cond5;CategoryMed42;MarqueMed18
1756;Medicament1756;Cond2;CategoryMed41;MarqueMed21
1757;Medicament1757;Cond4;CategoryMed19;MarqueMed12
1758;Medicament1758;Cond1;CategoryMed24;MarqueMed17
1759;Medicament1759;Cond7;CategoryMed45;MarqueMed21
1760;Medicament1760;Cond12;CategoryMed25;MarqueMed4
1761;Medicament1761;Cond1;CategoryMed37;MarqueMed5
1762;Medicament1762;Cond7;CategoryMed46;MarqueMed4
1763;Medicament1763;Cond13;CategoryMed46;MarqueMed19
1764;Medicament1764;Cond6;CategoryMed48;MarqueMed6
1765;Medicament1765;Cond10;CategoryMed41;MarqueMed5
1766;Medicament1766;Cond1;CategoryMed22;MarqueMed22
1767;Medicament1767;Cond13;CategoryMed10;MarqueMed20
1768;Medicament1768;Cond13;CategoryMed43;MarqueMed17
1769;Medicament1769;Cond2;CategoryMed3;MarqueMed10
1770;Medicament1770;Cond10;CategoryMed29;MarqueMed21
1771;Medicament1771;Cond4;CategoryMed13;MarqueMed11
1772;Medicament1772;Cond5;CategoryMed13;MarqueMed13
1773;Medicament1773;Cond2;CategoryMed43;MarqueMed8
1774;Medicament1774;Cond13;CategoryMed15;MarqueMed20
1775;Medicament1775;Cond2;CategoryMed50;MarqueMed15
1776;Medicament1776;Cond4;CategoryMed15;MarqueMed2
1777;Medicament1777;Cond3;CategoryMed31;MarqueMed23
1778;Medicament1778;Cond13;CategoryMed40;MarqueMed1
1779;Medicament1779;Cond13;CategoryMed5;MarqueMed14
1780;Medicament1780;Cond3;CategoryMed18;MarqueMed16
1781;Medicament1781;Cond6;CategoryMed49;MarqueMed2
1782;Medicament1782;Cond2;CategoryMed1;MarqueMed3
1783;Medicament1783;Cond10;CategoryMed49;MarqueMed7
1784;Medicament1784;Cond3;CategoryMed39;MarqueMed10
1785;Medicament1785;Cond4;CategoryMed50;MarqueMed1
1786;Medicament1786;Cond9;CategoryMed38;MarqueMed3
1787;Medicament1787;Cond5;CategoryMed3;MarqueMed19
1788;Medicament1788;Cond11;CategoryMed45;MarqueMed2
1789;Medicament1789;Cond8;CategoryMed23;MarqueMed3
1790;Medicament1790;Cond12;CategoryMed29;MarqueMed17
1791;Medicament1791;Cond4;CategoryMed20;MarqueMed17
1792;Medicament1792;Cond1;CategoryMed23;MarqueMed17
1793;Medicament1793;Cond7;CategoryMed19;MarqueMed6
1794;Medicament1794;Cond6;CategoryMed50;MarqueMed5
1795;Medicament1795;Cond7;CategoryMed25;MarqueMed21
1796;Medicament1796;Cond1;CategoryMed48;MarqueMed13
1797;Medicament1797;Cond2;CategoryMed20;MarqueMed16
1798;Medicament1798;Cond1;CategoryMed7;MarqueMed2
1799;Medicament1799;Cond5;CategoryMed1;MarqueMed10
1800;Medicament1800;Cond11;CategoryMed27;MarqueMed8
1801;Medicament1801;Cond1;CategoryMed28;MarqueMed6
1802;Medicament1802;Cond7;CategoryMed9;MarqueMed18
1803;Medicament1803;Cond13;CategoryMed7;MarqueMed21
1804;Medicament1804;Cond6;CategoryMed42;MarqueMed13
1805;Medicament1805;Cond6;CategoryMed1;MarqueMed18
1806;Medicament1806;Cond12;CategoryMed1;MarqueMed23
1807;Medicament1807;Cond7;CategoryMed15;MarqueMed11
1808;Medicament1808;Cond5;CategoryMed9;MarqueMed23
1809;Medicament1809;Cond6;CategoryMed23;MarqueMed21
1810;Medicament1810;Cond8;CategoryMed38;MarqueMed6
1811;Medicament1811;Cond8;CategoryMed34;MarqueMed16
1812;Medicament1812;Cond11;CategoryMed50;MarqueMed14
1813;Medicament1813;Cond11;CategoryMed42;MarqueMed20
1814;Medicament1814;Cond3;CategoryMed47;MarqueMed19
1815;Medicament1815;Cond8;CategoryMed4;MarqueMed14
1816;Medicament1816;Cond11;CategoryMed13;MarqueMed11
1817;Medicament1817;Cond11;CategoryMed5;MarqueMed4
1818;Medicament1818;Cond2;CategoryMed28;MarqueMed22
1819;Medicament1819;Cond7;CategoryMed15;MarqueMed5
1820;Medicament1820;Cond4;CategoryMed5;MarqueMed11
1821;Medicament1821;Cond8;CategoryMed30;MarqueMed1
1822;Medicament1822;Cond10;CategoryMed29;MarqueMed16
1823;Medicament1823;Cond11;CategoryMed11;MarqueMed8
1824;Medicament1824;Cond3;CategoryMed18;MarqueMed18
1825;Medicament1825;Cond13;CategoryMed5;MarqueMed14
1826;Medicament1826;Cond8;CategoryMed46;MarqueMed18
1827;Medicament1827;Cond2;CategoryMed31;MarqueMed2
1828;Medicament1828;Cond2;CategoryMed50;MarqueMed5
1829;Medicament1829;Cond1;CategoryMed16;MarqueMed7
1830;Medicament1830;Cond6;CategoryMed38;MarqueMed6
1831;Medicament1831;Cond4;CategoryMed13;MarqueMed5
1832;Medicament1832;Cond12;CategoryMed25;MarqueMed1
1833;Medicament1833;Cond2;CategoryMed40;MarqueMed11
1834;Medicament1834;Cond6;CategoryMed1;MarqueMed19
1835;Medicament1835;Cond1;CategoryMed38;MarqueMed7
1836;Medicament1836;Cond13;CategoryMed8;MarqueMed9
1837;Medicament1837;Cond2;CategoryMed12;MarqueMed14
1838;Medicament1838;Cond5;CategoryMed25;MarqueMed6
1839;Medicament1839;Cond8;CategoryMed50;MarqueMed21
1840;Medicament1840;Cond5;CategoryMed13;MarqueMed5
1841;Medicament1841;Cond1;CategoryMed8;MarqueMed15
1842;Medicament1842;Cond6;CategoryMed45;MarqueMed7
1843;Medicament1843;Cond10;CategoryMed34;MarqueMed15
1844;Medicament1844;Cond7;CategoryMed36;MarqueMed2
1845;Medicament1845;Cond2;CategoryMed13;MarqueMed3
1846;Medicament1846;Cond1;CategoryMed3;MarqueMed23
1847;Medicament1847;Cond13;CategoryMed20;MarqueMed18
1848;Medicament1848;Cond8;CategoryMed28;MarqueMed11
1849;Medicament1849;Cond7;CategoryMed35;MarqueMed21
1850;Medicament1850;Cond8;CategoryMed49;MarqueMed4
1851;Medicament1851;Cond7;CategoryMed37;MarqueMed20
1852;Medicament1852;Cond5;CategoryMed50;MarqueMed2
1853;Medicament1853;Cond3;CategoryMed16;MarqueMed14
1854;Medicament1854;Cond8;CategoryMed23;MarqueMed10
1855;Medicament1855;Cond11;CategoryMed36;MarqueMed3
1856;Medicament1856;Cond6;CategoryMed32;MarqueMed6
1857;Medicament1857;Cond13;CategoryMed23;MarqueMed11
1858;Medicament1858;Cond6;CategoryMed43;MarqueMed1
